path,split,style,macro,tags_clean,pic_name,user_name
D:\leo\dataset_teste\robisto\chictopia\BossBill2637\78073.jpg,train,casual,CASUAL_BASICO,"brown,zero uv sunglasses,",78073.jpg,BossBill2637
D:\leo\dataset_teste\robisto\chictopia\annie_aaris\276899.jpg,train,eclectic,TRENDY_ECLECTIC,"red,evening bag,marc by marc jacobs accessories,",276899.jpg,annie_aaris
D:\leo\dataset_teste\robisto\chictopia\grasiemercedes\203587.jpg,train,classic,CASUAL_BASICO,"white,topshop dress,navy,marc jacobs heels,navy,american apparel belt,white,diamond studs,forever 21",203587.jpg,grasiemercedes
D:\leo\dataset_teste\robisto\chictopia\fashionquite\47351.jpg,train,rocker,EXPRESSIVE,"black,cheap monday jeans,black,jollychic bag,",47351.jpg,fashionquite
D:\leo\dataset_teste\robisto\chictopia\solg\128694.jpg,train,casual,CASUAL_BASICO,,128694.jpg,solg
D:\leo\dataset_teste\robisto\chictopia\heelsmypassion\40446.jpg,train,rocker,EXPRESSIVE,"black,jeffrey campbell boots,",40446.jpg,heelsmypassion
D:\leo\dataset_teste\robisto\chictopia\breezyandbrazen\94837.jpg,train,trendy,TRENDY_ECLECTIC,"cream,franco sarto bag,red,forever 21 skirt,tawny,old navy blouse,",94837.jpg,breezyandbrazen
D:\leo\dataset_teste\robisto\chictopia\AlexKyanna\119048.jpg,train,rocker,EXPRESSIVE,"black,creepers,sequinshoes shoes,black,parka,atmosphere jacket,ruby red,velvet,atmosphere leggings,b",119048.jpg,AlexKyanna
D:\leo\dataset_teste\robisto\chictopia\Nanooosh\108922.jpg,train,urban,TRENDY_ECLECTIC,"brown,h&m dress,pink,vintage coat,pink,stradivaroius bag,pink,with black flower,newlook shoes,brown,",108922.jpg,Nanooosh
D:\leo\dataset_teste\robisto\chictopia\BeThatChic\282488.jpg,train,elegant,CHIC_ROMANTIC,"black,heels,",282488.jpg,BeThatChic
D:\leo\dataset_teste\robisto\chictopia\turquoisepassion\115326.jpg,train,basic,CASUAL_BASICO,"peach,boyfriend blazer,forever 21 blazer,light blue,jean,forever 21 shirt,tawny,full,asos skirt,",115326.jpg,turquoisepassion
D:\leo\dataset_teste\robisto\chictopia\AdvicefromaTwenty\91717.jpg,train,bohemian,EXPRESSIVE,"camel,madewell boots,blue,maxi,liv dress,",91717.jpg,AdvicefromaTwenty
D:\leo\dataset_teste\robisto\chictopia\fakepink\202765.jpg,train,trendy,TRENDY_ECLECTIC,"silver,sequin dress,dress,gray blazer,black stockings,",202765.jpg,fakepink
D:\leo\dataset_teste\robisto\chictopia\Ninistyle\234447.jpg,train,trendy,TRENDY_ECLECTIC,,234447.jpg,Ninistyle
D:\leo\dataset_teste\robisto\chictopia\brown2742\256264.jpg,train,elegant,CHIC_ROMANTIC,"white,shirt i made,shirt,blue,skirt i made,skirt,brown,luchini shoes,",256264.jpg,brown2742
D:\leo\dataset_teste\robisto\chictopia\EccentricOwl\51922.jpg,train,casual,CASUAL_BASICO,"navy,floral,thrifted dress,",51922.jpg,EccentricOwl
D:\leo\dataset_teste\robisto\chictopia\dimepiece\115918.jpg,train,chic,CHIC_ROMANTIC,"black t-shirt,blue,diy shorts,black,urban outfitters stockings,brown,colin stuart shoes,black,fringe",115918.jpg,dimepiece
D:\leo\dataset_teste\robisto\chictopia\RockieNolan\11151.jpg,train,trendy,TRENDY_ECLECTIC,"pink,borrowed from,rock paper vintage jacket,black,thrifted,unknown skirt,white,lace thrifted,unknow",11151.jpg,RockieNolan
D:\leo\dataset_teste\robisto\chictopia\KateFashionSchtick\210333.jpg,train,trendy,TRENDY_ECLECTIC,"white,sheinside sweater,peach,chicwish bag,bubble gum,chicwish sunglasses,black,sheinside skirt,ivor",210333.jpg,KateFashionSchtick
D:\leo\dataset_teste\robisto\chictopia\avipie\7807.jpg,train,basic,CASUAL_BASICO,"purple blouse,black leggings,purple shoes,",7807.jpg,avipie
D:\leo\dataset_teste\robisto\chictopia\sandravazquez\51781.jpg,train,urban,TRENDY_ECLECTIC,"lefties shirt,",51781.jpg,sandravazquez
D:\leo\dataset_teste\robisto\chictopia\BillieJeanstyle\64824.jpg,train,comfortable,CASUAL_BASICO,"black,creepers,romwe shoes,ivory,chiffon,stradivarius shirt,tan,second hand bag,light blue,jeans,diy",64824.jpg,BillieJeanstyle
D:\leo\dataset_teste\robisto\chictopia\WTFab\54603.jpg,train,elegant,CHIC_ROMANTIC,"modcloth dress,",54603.jpg,WTFab
D:\leo\dataset_teste\robisto\chictopia\atsunamatsui\223260.jpg,train,chic,CHIC_ROMANTIC,"blue,toshop jeans,burnt orange,leather,balenciaga bag,crimson,urban outfitters sunglasses,black,urba",223260.jpg,atsunamatsui
D:\leo\dataset_teste\robisto\chictopia\byMarija\235615.jpg,train,urban,TRENDY_ECLECTIC,"black,leather,zara boots,charcoal gray,replay jeans,beige,mango jacket,white,todor blouse,",235615.jpg,byMarija
D:\leo\dataset_teste\robisto\chictopia\albina694\126814.jpg,train,romantic,CHIC_ROMANTIC,"pink,modcloth dress,mustard,agar cardigan,light pink,bc footwear wedges,",126814.jpg,albina694
D:\leo\dataset_teste\robisto\chictopia\KristaniA\96158.jpg,train,romantic,CHIC_ROMANTIC,"marc by marc jacobs bag,forever 21 skirt,forever 21 necklace,romwe blouse,dolce vita heels,",96158.jpg,KristaniA
D:\leo\dataset_teste\robisto\chictopia\atsunamatsui\223224.jpg,train,urban,TRENDY_ECLECTIC,"olive green,urban outfitters jacket,black,spitfire lennon aviator shades,nasty gal sunglasses,silver",223224.jpg,atsunamatsui
D:\leo\dataset_teste\robisto\chictopia\NanaHoshino\134274.jpg,train,classic,CASUAL_BASICO,"purple,laura ashley scarf,purple,anayi cardigan,black,jillstuart skirt,black hat,purple socks,purple",134274.jpg,NanaHoshino
D:\leo\dataset_teste\robisto\chictopia\jessieluvz\268062.jpg,train,comfortable,CASUAL_BASICO,"black,buckle,dolce vita boots,black,polkadot,motel dress,black,biker,miss selfridge jacket,gray,stit",268062.jpg,jessieluvz
D:\leo\dataset_teste\robisto\chictopia\camren103\155918.jpg,train,trendy,TRENDY_ECLECTIC,"black,american apparel dress,black,american apparel socks,black,spiked,jeffrey campbell heels,silver",155918.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\raquelzorraquin\114575.jpg,train,romantic,CHIC_ROMANTIC,"thrifted dress,",114575.jpg,raquelzorraquin
D:\leo\dataset_teste\robisto\chictopia\BossBill1\77238.jpg,train,casual,CASUAL_BASICO,"fedora,hat,striped,sandals,grey,skirt,",77238.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\thefashionmoodboard\13005.jpg,train,bohemian,EXPRESSIVE,"black,floral playsuit,primark jumper,",13005.jpg,thefashionmoodboard
D:\leo\dataset_teste\robisto\chictopia\avipie\7754.jpg,train,chic,CHIC_ROMANTIC,"black,figlia shoes,peach skirt,white top,nude cardigan,",7754.jpg,avipie
D:\leo\dataset_teste\robisto\chictopia\alex90\205618.jpg,train,basic,CASUAL_BASICO,"white,zara t-shirt,silver,topman jeans,brown,zara shoes,",205618.jpg,alex90
D:\leo\dataset_teste\robisto\chictopia\sugarsugar_dina\193274.jpg,train,basic,CASUAL_BASICO,"heather gray,flower cropped,goodwill sweater,turquoise blue,hand patterned cutoffs,goodwill shorts,",193274.jpg,sugarsugar_dina
D:\leo\dataset_teste\robisto\chictopia\anetaaneta\58731.jpg,train,casual,CASUAL_BASICO,"jeans,leopard print,jacket,le cool amour sweater,sweatshirt,",58731.jpg,anetaaneta
D:\leo\dataset_teste\robisto\chictopia\anchan\59232.jpg,train,elegant,CHIC_ROMANTIC,,59232.jpg,anchan
D:\leo\dataset_teste\robisto\chictopia\erika_myfreechoice\90048.jpg,train,basic,CASUAL_BASICO,"glitter,topshop boots,skinny jeans,h&m jeans,long cardigan,zara sweater,print,jesulafrench shirt,255",90048.jpg,erika_myfreechoice
D:\leo\dataset_teste\robisto\chictopia\necessaryclothing\211023.jpg,train,classic,CASUAL_BASICO,"summer break skinny,necessary clothing pants,neon bloom tank,necessary clothing top,",211023.jpg,necessaryclothing
D:\leo\dataset_teste\robisto\chictopia\duckalicious\46907.jpg,train,eclectic,TRENDY_ECLECTIC,"blue,asos jacket,charcoal gray,h&m sweater,black,h&m leggings,white,h&m socks,black,no name heels,ca",46907.jpg,duckalicious
D:\leo\dataset_teste\robisto\chictopia\terrystwocents\120737.jpg,train,casual,CASUAL_BASICO,"levi/s jeans,bowdon blazer,bubble gum,van heusen shirt,sky blue,fossil sunglasses,brown,calvin klein",120737.jpg,terrystwocents
D:\leo\dataset_teste\robisto\chictopia\candicelingo\234696.jpg,train,basic,CASUAL_BASICO,"black,asymmetrical hooded cape sweater,sweater,gray,lace-up wedges,shoes,",234696.jpg,candicelingo
D:\leo\dataset_teste\robisto\chictopia\alfonzo141\130826.jpg,train,romantic,CHIC_ROMANTIC,"black,on sixth cloud top,white,on sixth cloud skirt,amethyst,missguided heels,",130826.jpg,alfonzo141
D:\leo\dataset_teste\robisto\chictopia\gracebonabon\272752.jpg,train,casual,CASUAL_BASICO,"skinny,lee jeans,striped,sfera shirt,reversible,sfera scarf,blue high cut,converse sneakers,bow,pull",272752.jpg,gracebonabon
D:\leo\dataset_teste\robisto\chictopia\inKARLcerating\136774.jpg,train,rocker,EXPRESSIVE,,136774.jpg,inKARLcerating
D:\leo\dataset_teste\robisto\chictopia\Beeswonderland\18531.jpg,train,chic,CHIC_ROMANTIC,"h&m vest,bershka pants,",18531.jpg,Beeswonderland
D:\leo\dataset_teste\robisto\chictopia\camren103\160012.jpg,train,basic,CASUAL_BASICO,"zara,blazer blazer,zara,zara bag,",160012.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\disarmingdarling\83133.jpg,train,rocker,EXPRESSIVE,"electric blue,vintage blazer,hard rock cafe amsterdam tank,vintage top,guess?,vintage shorts,",83133.jpg,disarmingdarling
D:\leo\dataset_teste\robisto\chictopia\anthonygordon\284427.jpg,train,urban,TRENDY_ECLECTIC,"black,converse sneakers,",284427.jpg,anthonygordon
D:\leo\dataset_teste\robisto\chictopia\Tesa\2151.jpg,train,chic,CHIC_ROMANTIC,"zara jacket,h&m skirt,",2151.jpg,Tesa
D:\leo\dataset_teste\robisto\chictopia\AlisonAJFoletta\6424.jpg,train,trendy,TRENDY_ECLECTIC,"old navy coat,forever 21 hat,h&m sweater,circus by sam edelman sneakers,",6424.jpg,AlisonAJFoletta
D:\leo\dataset_teste\robisto\chictopia\accessglam\267946.jpg,train,trendy,TRENDY_ECLECTIC,"earrings,",267946.jpg,accessglam
D:\leo\dataset_teste\robisto\chictopia\KamilaFleszar\112774.jpg,train,comfortable,CASUAL_BASICO,"goodlookin jacket,lusson bag,",112774.jpg,KamilaFleszar
D:\leo\dataset_teste\robisto\chictopia\IntoTheMidnightSun\110831.jpg,train,comfortable,CASUAL_BASICO,"white,plaid button down, tiny bright yellow detail,forever 21 blouse,purple,purple screen tee with p",110831.jpg,IntoTheMidnightSun
D:\leo\dataset_teste\robisto\chictopia\Badman\86431.jpg,train,casual,CASUAL_BASICO,"blue,ripped boyfriend,zara jeans,black,ankle lace-up,zara sandals,white,printed velour,zara sweatshi",86431.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\kingsibulo\173177.jpg,train,chic,CHIC_ROMANTIC,"white,zara vest,heather gray,topshop skirt,light yellow,das heels,",173177.jpg,kingsibulo
D:\leo\dataset_teste\robisto\chictopia\Sweetfashionsweet\29312.jpg,train,chic,CHIC_ROMANTIC,"jeffrey campbell shoes,zara shirt,alexander wang bag,zara skirt,",29312.jpg,Sweetfashionsweet
D:\leo\dataset_teste\robisto\chictopia\Lucine\53648.jpg,train,elegant,CHIC_ROMANTIC,"zara dress,black,zara shoes,white,grannys)) necklace,",53648.jpg,Lucine
D:\leo\dataset_teste\robisto\chictopia\j3nhow\3944.jpg,train,trendy,TRENDY_ECLECTIC,"blue,diy edwin shorts,black,random top,",3944.jpg,j3nhow
D:\leo\dataset_teste\robisto\chictopia\ewsko\247881.jpg,train,elegant,CHIC_ROMANTIC,"orange,vero moda jacket,camel,bershka shirt,beige,no name heels,army green,wholesale-dress skirt,",247881.jpg,ewsko
D:\leo\dataset_teste\robisto\chictopia\Jasna\108946.jpg,train,rocker,EXPRESSIVE,"black tuxedo blazer,www,grey cardi,random boutique,bon jovi tee,my dads,skinnies,foschini,black bike",108946.jpg,Jasna
D:\leo\dataset_teste\robisto\chictopia\noticemagazine\60838.jpg,train,basic,CASUAL_BASICO,"stripes,unknown blouse,",60838.jpg,noticemagazine
D:\leo\dataset_teste\robisto\chictopia\tashan1\265028.jpg,train,bohemian,EXPRESSIVE,"black,wally mart top,pink,d.i.y. shorts,",265028.jpg,tashan1
D:\leo\dataset_teste\robisto\chictopia\Kryz\780.jpg,train,chic,CHIC_ROMANTIC,"gold,didd.co top,black,das heels,black,sheinside skirt,gold,sm accessories necklace,",780.jpg,Kryz
D:\leo\dataset_teste\robisto\chictopia\rachaeldobbins\119292.jpg,train,bohemian,EXPRESSIVE,"white,all saints dress,floral garland,roses and clementines hair accessory,",119292.jpg,rachaeldobbins
D:\leo\dataset_teste\robisto\chictopia\LueppIt\5617.jpg,train,chic,CHIC_ROMANTIC,"sequins,gregariana dress,",5617.jpg,LueppIt
D:\leo\dataset_teste\robisto\chictopia\Beeswonderland\20186.jpg,train,bohemian,EXPRESSIVE,"justfab shoes,walk trendy pants,",20186.jpg,Beeswonderland
D:\leo\dataset_teste\robisto\chictopia\fancygiraffe\118885.jpg,train,eclectic,TRENDY_ECLECTIC,"tawny,sam edelman boots,deep purple,vintage sweater,tawny,urban outfitters bag,silver,american appar",118885.jpg,fancygiraffe
D:\leo\dataset_teste\robisto\chictopia\editorspicks\134044.jpg,train,romantic,CHIC_ROMANTIC,"black,suede,nelly boots,black,quilted,inga xavier bag,crimson,midi,massimo dutti skirt,white,massimo",134044.jpg,editorspicks
D:\leo\dataset_teste\robisto\chictopia\123goca\76413.jpg,train,bohemian,EXPRESSIVE,"wrap,swaychic dress,blue,sheinside belt,kabuki,swaychic necklace,neesa,pretty practical ring,parisa,",76413.jpg,123goca
D:\leo\dataset_teste\robisto\chictopia\amelie240\14658.jpg,train,bohemian,EXPRESSIVE,"carrot orange,choies dress,",14658.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\fashionmissalexandra\112946.jpg,train,basic,CASUAL_BASICO,"black,stradivarius shoes,black,sheinside coat,blue,zara jeans,",112946.jpg,fashionmissalexandra
D:\leo\dataset_teste\robisto\chictopia\houseofjeffers\121506.jpg,train,rocker,EXPRESSIVE,"black,black scoopneck top with lace trim at shoulders.,forever 21 top,purple,purple jean leggings,bd",121506.jpg,houseofjeffers
D:\leo\dataset_teste\robisto\chictopia\Fashionable_j\171758.jpg,train,casual,CASUAL_BASICO,"zara jeans,louis vuitton bag,burberry sneakers,zara t-shirt,",171758.jpg,Fashionable_j
D:\leo\dataset_teste\robisto\chictopia\JacquelineRose\39126.jpg,train,eclectic,TRENDY_ECLECTIC,"black,cece ankle,alejandro ingelmo boots,black,full opaque,express tights,black,high waisted,free pe",39126.jpg,JacquelineRose
D:\leo\dataset_teste\robisto\chictopia\Martyna\23580.jpg,train,basic,CASUAL_BASICO,"white,zara shoes,black,h&m jeans,navy,b.p.c jacket,black,chanel bag,black,zara blouse,",23580.jpg,Martyna
D:\leo\dataset_teste\robisto\chictopia\badstyle\15323.jpg,train,rocker,EXPRESSIVE,"mango boots,leather,choies bag,wayfarer,ray-ban sunglasses,b.a.d. style t-shirt,",15323.jpg,badstyle
D:\leo\dataset_teste\robisto\chictopia\Rachel_Emma\68077.jpg,train,chic,CHIC_ROMANTIC,"light blue,forever 21 dress,target bag,navy,target cardigan,beige,gojane wedges,vintage belt,",68077.jpg,Rachel_Emma
D:\leo\dataset_teste\robisto\chictopia\dressedupdeniz\231391.jpg,train,chic,CHIC_ROMANTIC,"green sequin,vintage top,floral print brocade,h&m pants,brown leather,zara belt,gold,chelsea crew he",231391.jpg,dressedupdeniz
D:\leo\dataset_teste\robisto\chictopia\BossBill1\73535.jpg,train,trendy,TRENDY_ECLECTIC,"blue,maxi,ami clubwear dress,tan,straw sun,arth hat,gold,metallic statement,coach wedges,",73535.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\Anasty\176115.jpg,train,romantic,CHIC_ROMANTIC,"horse print,tally weijl dress,turquoise blue,intimissimi shirt,sky blue,h&m flats,",176115.jpg,Anasty
D:\leo\dataset_teste\robisto\chictopia\lydeeloo\26659.jpg,train,basic,CASUAL_BASICO,"brown,blowfish boots,deep purple,silence & noise dress,eggshell,thrifted sweater,charcoal gray,urban",26659.jpg,lydeeloo
D:\leo\dataset_teste\robisto\chictopia\1love_4_ifrikha\133405.jpg,train,comfortable,CASUAL_BASICO,"light blue,gestuz jeans,purple,zara shirt,bubble gum,ebay bag,",133405.jpg,1love_4_ifrikha
D:\leo\dataset_teste\robisto\chictopia\maryvannotes\1582.jpg,train,eclectic,TRENDY_ECLECTIC,"ruby red,vintage shorts,white,gap blouse,ruby red,miz mooz sandals,",1582.jpg,maryvannotes
D:\leo\dataset_teste\robisto\chictopia\dory_x1lazo\100257.jpg,train,eclectic,TRENDY_ECLECTIC,"silver,paillettes,cos dress,",100257.jpg,dory_x1lazo
D:\leo\dataset_teste\robisto\chictopia\BossBill1\73577.jpg,train,urban,TRENDY_ECLECTIC,"ivory,romwe sunglasses,periwinkle,chicwish skirt,light pink,charlotte olympia heels,",73577.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\barbali\92541.jpg,train,basic,CASUAL_BASICO,"blue,cashmere,alannah hill coat,black,leather,lucky 13 shorts,beige,topshop shirt,black,microfibre,w",92541.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\amysimmons\62705.jpg,train,romantic,CHIC_ROMANTIC,"urban outfitters shorts,primark top,",62705.jpg,amysimmons
D:\leo\dataset_teste\robisto\chictopia\kpopsicle\114795.jpg,train,trendy,TRENDY_ECLECTIC,"cotton blend,kpopsicle dress,",114795.jpg,kpopsicle
D:\leo\dataset_teste\robisto\chictopia\cherry8888\75664.jpg,train,basic,CASUAL_BASICO,"brown,striped,shirt,orange,knitted,top,brown,thrifted,skirt,red,thigh-high,socks,brown shoes,",75664.jpg,cherry8888
D:\leo\dataset_teste\robisto\chictopia\hypercoolmike\231795.jpg,train,basic,CASUAL_BASICO,,231795.jpg,hypercoolmike
D:\leo\dataset_teste\robisto\chictopia\RedReidinghood\19028.jpg,train,rocker,EXPRESSIVE,"black,wayfarer classic,ray-ban sunglasses,black,rib round hem rick owens,h&m trend top,heather gray,",19028.jpg,RedReidinghood
D:\leo\dataset_teste\robisto\chictopia\GOLDENLIFE\227115.jpg,train,bohemian,EXPRESSIVE,"targe hat,",227115.jpg,GOLDENLIFE
D:\leo\dataset_teste\robisto\chictopia\LelaZivanovic\128431.jpg,train,casual,CASUAL_BASICO,"deep purple,knitted,phard blouse,black,faux leather,tally weijl skirt,",128431.jpg,LelaZivanovic
D:\leo\dataset_teste\robisto\chictopia\thekentuckygent\13640.jpg,train,basic,CASUAL_BASICO,"levi/s shorts,original penguin sunglasses,converse sneakers,urban outfitters t-shirt,",13640.jpg,thekentuckygent
D:\leo\dataset_teste\robisto\chictopia\KayraHeartFashion\142809.jpg,train,urban,TRENDY_ECLECTIC,"slip,oscar de la renta pink label dress,aviators,ray ban sunglasses,stuart weitzman heels,sequined,v",142809.jpg,KayraHeartFashion
D:\leo\dataset_teste\robisto\chictopia\ViktoriyaSener\22494.jpg,train,rocker,EXPRESSIVE,"black,sheinside jacket,dark gray,sheinside pants,",22494.jpg,ViktoriyaSener
D:\leo\dataset_teste\robisto\chictopia\AnaA\137790.jpg,train,elegant,CHIC_ROMANTIC,"mango jeans,mango silk shirt,bata bag,bershka heels,",137790.jpg,AnaA
D:\leo\dataset_teste\robisto\chictopia\Melmokli\146318.jpg,train,rocker,EXPRESSIVE,"h&m jacket,nastygal bag,",146318.jpg,Melmokli
D:\leo\dataset_teste\robisto\chictopia\Dunia_C\225206.jpg,train,chic,CHIC_ROMANTIC,"black,zara boots,black,zara jacket,black,asos skirt,",225206.jpg,Dunia_C
D:\leo\dataset_teste\robisto\chictopia\Anyi\34322.jpg,train,classic,CASUAL_BASICO,"mustard,michael kors bag,brown,urban outfitters sunglasses,nude,sole society pumps,white,h&m top,aqu",34322.jpg,Anyi
D:\leo\dataset_teste\robisto\chictopia\StyleCueSuzieQ\267181.jpg,train,romantic,CHIC_ROMANTIC,"choies skirt,",267181.jpg,StyleCueSuzieQ
D:\leo\dataset_teste\robisto\chictopia\iamalexa\48884.jpg,train,trendy,TRENDY_ECLECTIC,"red,cropped,beauty jacket,black,apartment skirt,black,wife beater,top,black,bondage,shoes,black,chai",48884.jpg,iamalexa
D:\leo\dataset_teste\robisto\chictopia\rainingpaperlilies\234749.jpg,train,classic,CASUAL_BASICO,"beige,lace,the nineties dress,black,oxford,f21 shoes,safety-pin,bracelet,",234749.jpg,rainingpaperlilies
D:\leo\dataset_teste\robisto\chictopia\aimee_kris665\201304.jpg,train,classic,CASUAL_BASICO,"shop stay classic watch,",201304.jpg,aimee_kris665
D:\leo\dataset_teste\robisto\chictopia\flattery\207242.jpg,train,rocker,EXPRESSIVE,"green,urban behavior dress,",207242.jpg,flattery
D:\leo\dataset_teste\robisto\chictopia\dustette\205605.jpg,train,casual,CASUAL_BASICO,"brown,zara shorts,zara top,",205605.jpg,dustette
D:\leo\dataset_teste\robisto\chictopia\Donata\103373.jpg,train,bohemian,EXPRESSIVE,"green,brocade harem,thrifted pants,brown,spy bag,fendi bag,",103373.jpg,Donata
D:\leo\dataset_teste\robisto\chictopia\eatsleepwear\145582.jpg,train,classic,CASUAL_BASICO,"yellow,banana republic sweater,beige,payless heels,teal,j brand pants,crimson,warby parker glasses,",145582.jpg,eatsleepwear
D:\leo\dataset_teste\robisto\chictopia\carizzachua\8002.jpg,train,casual,CASUAL_BASICO,"white,greenhills blouse,black,leopard print,sm dept store leggings,gray,thrifted shoes,silver,bangle",8002.jpg,carizzachua
